recession_id,start_date,end_date,duration_months,name,primary_causes,gdp_decline_percent,peak_unemployment_rate,notable_policy_responses
8147,2003-08-11,2004-01-28,5,Late 2003s Financial Crisis,Excessive debt accumulation,19.8,10.3,Emergency lending facilities
8148,1867-02-06,1867-04-10,2,Late 1867s Banking Crisis,Political instability; Energy crisis,4.1,4.0,Emergency lending facilities; Mortgage relief; Direct payments to citizens
8149,1925-03-11,1926-02-08,11,Early 1925s Banking Crisis,Market speculation; Energy crisis,18.3,21.0,Nationalization of key industries; Increased government spending
8150,1936-01-13,1937-08-10,19,Early 1936s Structural Recession,Fiscal policy contraction; Inflation spike; Market speculation,8.3,19.9,Quantitative easing
8151,1804-02-10,1805-08-13,18,Mid 1804s Market Crash,War or conflict,17.7,18.8,Infrastructure investment; Nationalization of key industries; Currency intervention
8152,1859-11-02,1860-06-21,7,Early 1859s Deflationary Spiral,Excessive debt accumulation; Political instability; Pandemic outbreak,14.1,8.6,Nationalization of key industries
8153,1992-05-11,1993-08-06,15,Early 1992s Supply Shock,Fiscal policy contraction; Natural disasters,21.9,14.5,International financial assistance; Trade policy adjustments
8154,1897-03-18,1898-04-29,13,Mid 1897s Banking Crisis,Market speculation; Trade restrictions; Political instability,26.6,18.8,Tax cuts; Price controls
8155,1956-06-15,1957-02-01,8,Late 1956s Regional Recession,Currency devaluation; Market speculation,19.3,9.4,International financial assistance
8156,1952-06-23,1954-09-03,27,Early 1952s Fiscal Crisis,Asset bubble burst,21.6,9.2,Bank bailouts; Unemployment benefit extensions; Direct payments to citizens
8157,1981-05-08,1982-10-10,17,Early 1981s Global Slowdown,Excessive debt accumulation; Technological disruption,28.2,21.2,International financial assistance; Capital controls; Business loan programs
8158,1947-01-17,1949-07-16,30,Late 1947s Global Slowdown,Political instability; Excessive debt accumulation; Credit crunch,29.8,7.3,Fiscal stimulus package
8159,1952-12-01,1955-08-11,32,Late 1952s Currency Crisis,War or conflict,7.0,21.4,Nationalization of key industries; International financial assistance
8160,1945-04-04,1946-12-16,20,Mid 1945s Global Slowdown,Excessive debt accumulation,1.2,16.8,Tax cuts; Debt restructuring; Infrastructure investment
8161,1806-04-21,1807-01-07,9,Early 1806s Monetary Crisis,Banking system failure; Excessive debt accumulation; Pandemic outbreak,27.2,21.8,Interest rate cuts; Tax cuts
8162,1927-05-28,1928-09-29,16,Late 1927s Housing Bubble,Energy crisis; Trade restrictions; Regulatory changes,25.8,4.6,Infrastructure investment; Price controls; Capital controls
8163,1994-11-18,1995-05-27,6,Mid 1994s Demand Shock,Regulatory changes; War or conflict; Financial market contagion,17.0,16.3,Bank bailouts; Increased government spending
8164,1865-01-09,1866-09-24,20,Early 1865s Debt Crisis,Credit crunch,19.5,21.3,Regulatory reforms; Quantitative easing
8165,1854-11-25,1856-01-09,14,Mid 1854s Housing Bubble,Currency devaluation; Market speculation; Natural disasters,17.0,6.5,Business loan programs
8166,1902-10-14,1905-04-05,30,Early 1902s Deflationary Spiral,Currency devaluation,25.8,9.3,Direct payments to citizens
8167,1931-08-12,1932-10-03,14,Late 1931s Supply Shock,Monetary policy tightening; Energy crisis; Natural disasters,19.3,12.1,Capital controls
8168,1959-06-12,1959-10-09,4,Mid 1959s Fiscal Crisis,Technological disruption; Political instability,1.6,23.5,Capital controls; Fiscal stimulus package
8169,1923-01-09,1923-07-28,6,Late 1923s Currency Crisis,Natural disasters; Fiscal policy contraction,6.7,14.7,Business loan programs; Trade policy adjustments
8170,1851-09-15,1854-04-12,31,Late 1851s Banking Crisis,Energy crisis,11.8,24.4,Debt restructuring; Business loan programs
8171,1878-08-04,1879-06-11,10,Early 1878s Industrial Decline,Technological disruption,28.7,21.5,Increased government spending; International financial assistance
8172,1865-04-18,1866-01-10,9,Mid 1865s Financial Crisis,Supply chain disruptions; Consumer confidence collapse,24.6,10.1,Debt restructuring
8173,1898-11-06,1899-12-07,13,Early 1898s Banking Crisis,Currency devaluation; Consumer confidence collapse; Credit crunch,2.2,15.0,Currency intervention
8174,1942-04-06,1944-10-10,30,Early 1942s Regional Recession,Monetary policy tightening; Technological disruption,15.4,23.9,Interest rate cuts; Emergency lending facilities
8175,1968-06-12,1969-05-04,11,Late 1968s Supply Shock,Monetary policy tightening; Pandemic outbreak,0.5,3.0,Debt restructuring; Trade policy adjustments
8176,1978-12-31,1979-06-14,6,Early 1978s Stagflation Period,Financial market contagion; Trade restrictions; Supply chain disruptions,16.7,11.2,Unemployment benefit extensions; Emergency lending facilities
8177,2020-08-23,2023-02-24,30,Mid 2020s Industrial Decline,Regulatory changes; Energy crisis,9.5,11.9,Unemployment benefit extensions; Price controls
8178,1965-04-02,1967-08-16,28,Late 1965s Industrial Decline,Political instability,24.9,8.7,Mortgage relief; Infrastructure investment
8179,1871-07-10,1872-08-22,13,Early 1871s Global Slowdown,Inflation spike; Currency devaluation,7.2,8.1,Price controls
8180,1862-10-16,1864-04-17,18,Early 1862s Structural Recession,Monetary policy tightening; Technological disruption; Asset bubble burst,10.2,13.5,Fiscal stimulus package; Unemployment benefit extensions
8181,1847-05-20,1848-08-10,15,Early 1847s Market Crash,Consumer confidence collapse,22.9,18.1,Capital controls
8182,1837-08-14,1838-11-19,15,Mid 1837s Deflationary Spiral,Currency devaluation,1.1,17.6,Currency intervention; Direct payments to citizens
8183,1836-05-30,1837-12-03,19,Late 1836s Industrial Decline,Financial market contagion; Political instability; Market speculation,25.9,3.1,Bank bailouts; International financial assistance
8184,1950-03-29,1952-03-29,24,Early 1950s Market Crash,Natural disasters,2.6,23.3,Bank bailouts; Emergency lending facilities
8185,1898-10-14,1901-06-10,32,Early 1898s Housing Bubble,War or conflict,29.8,14.8,Increased government spending; Unemployment benefit extensions
8186,1868-02-10,1870-01-04,23,Mid 1868s Fiscal Crisis,Inflation spike; Asset bubble burst; Supply chain disruptions,22.6,5.7,Unemployment benefit extensions
8187,1891-08-22,1892-09-25,13,Late 1891s Tech Bubble,Natural disasters,0.4,16.7,Capital controls
8188,1959-07-01,1961-03-26,20,Mid 1959s Tech Bubble,Banking system failure,19.1,22.1,Nationalization of key industries; Emergency lending facilities
8189,1804-03-11,1804-08-25,5,Early 1804s Economic Downturn,Credit crunch; Fiscal policy contraction,24.2,18.5,Infrastructure investment; Capital controls; Debt restructuring
8190,1855-04-04,1856-03-11,11,Mid 1855s Financial Crisis,Technological disruption,24.9,21.6,Debt restructuring; Infrastructure investment; Quantitative easing
8191,2015-04-28,2015-12-13,8,Mid 2015s Structural Recession,War or conflict,19.6,21.1,Trade policy adjustments; Price controls; Emergency lending facilities
8192,1839-04-23,1839-09-29,5,Late 1839s Banking Crisis,Monetary policy tightening; Inflation spike; Technological disruption,21.6,19.2,Interest rate cuts; Tax cuts; Quantitative easing
8193,1867-08-29,1869-02-25,18,Late 1867s Industrial Decline,Consumer confidence collapse,4.3,8.3,Nationalization of key industries
8194,1868-04-17,1869-01-10,9,Late 1868s Economic Downturn,Market speculation; Natural disasters,8.3,6.2,Interest rate cuts; Direct payments to citizens; Unemployment benefit extensions
8195,1857-10-16,1859-01-10,15,Mid 1857s Supply Shock,Regulatory changes,17.3,16.3,International financial assistance; Capital controls; Fiscal stimulus package
8196,1884-04-18,1886-11-14,31,Mid 1884s Debt Crisis,Pandemic outbreak; Supply chain disruptions,26.9,4.4,Tax cuts
8197,1850-09-24,1851-01-12,4,Late 1850s Commodity Crash,Technological disruption; Regulatory changes,4.1,22.3,Regulatory reforms; Increased government spending
8198,1800-04-24,1801-09-23,17,Mid 1800s Stagflation Period,Monetary policy tightening; Energy crisis,12.2,22.5,Quantitative easing
8199,1899-04-04,1900-10-12,18,Mid 1899s Demand Shock,Currency devaluation,0.9,13.1,Trade policy adjustments
8200,1917-05-23,1918-09-27,16,Early 1917s Industrial Decline,Fiscal policy contraction; Natural disasters,13.0,17.0,Price controls
8201,2011-06-15,2013-12-24,30,Late 2011s Deflationary Spiral,Market speculation,28.8,20.2,Capital controls
8202,2012-04-09,2012-08-27,4,Early 2012s Economic Downturn,Excessive debt accumulation; Financial market contagion; Market speculation,7.4,5.7,Bank bailouts
8203,1861-10-21,1863-08-05,22,Late 1861s Deflationary Spiral,Regulatory changes,5.3,24.5,Business loan programs
8204,1871-10-12,1872-12-03,14,Mid 1871s Stagflation Period,Energy crisis; Inflation spike,20.0,9.2,Emergency lending facilities
8205,1999-03-08,2000-07-17,16,Late 1999s Regional Recession,Fiscal policy contraction; Pandemic outbreak,21.6,10.0,Debt restructuring
8206,1804-08-13,1805-01-28,5,Late 1804s Trade War Recession,Excessive debt accumulation,10.0,20.1,Price controls
8207,1858-11-29,1859-06-20,7,Mid 1858s Commodity Crash,Monetary policy tightening; Credit crunch; Energy crisis,9.7,8.9,Fiscal stimulus package; Interest rate cuts
8208,1851-01-10,1853-01-01,24,Early 1851s Regional Recession,Asset bubble burst; Excessive debt accumulation,13.2,19.0,Increased government spending
8209,1913-07-02,1914-02-19,7,Mid 1913s Trade War Recession,Technological disruption; War or conflict; Energy crisis,6.5,13.3,Capital controls; Debt restructuring
8210,1985-12-08,1986-04-19,4,Early 1985s Fiscal Crisis,Trade restrictions,6.9,23.7,Capital controls
8211,1926-06-29,1926-10-08,4,Early 1926s Global Slowdown,Market speculation,19.0,14.9,Unemployment benefit extensions; Interest rate cuts; Tax cuts
8212,1893-06-13,1894-08-15,14,Mid 1893s Industrial Decline,Political instability; Technological disruption; Credit crunch,8.1,19.4,Debt restructuring; Direct payments to citizens; Tax cuts
8213,1906-11-17,1909-04-29,29,Mid 1906s Trade War Recession,Trade restrictions; Political instability; War or conflict,27.5,3.8,Tax cuts; Fiscal stimulus package; Debt restructuring
8214,1945-06-28,1947-03-24,21,Early 1945s Structural Recession,Supply chain disruptions,27.0,13.1,Debt restructuring; Price controls; Capital controls
8215,2016-11-30,2017-12-13,13,Late 2016s Commodity Crash,Pandemic outbreak; Excessive debt accumulation; Regulatory changes,5.7,16.0,Currency intervention
8216,1972-11-23,1973-12-01,13,Late 1972s Regional Recession,Political instability; Credit crunch; Fiscal policy contraction,17.3,22.2,Trade policy adjustments; Unemployment benefit extensions; Interest rate cuts
8217,1884-11-17,1885-03-10,4,Late 1884s Structural Recession,Consumer confidence collapse,20.2,9.3,Infrastructure investment; Fiscal stimulus package; Capital controls
8218,1924-08-13,1926-10-16,26,Mid 1924s Global Slowdown,Supply chain disruptions; Regulatory changes,8.3,8.4,Business loan programs; Direct payments to citizens; Bank bailouts
8219,1976-11-10,1979-06-20,31,Late 1976s Stagflation Period,Regulatory changes; Credit crunch; Market speculation,8.5,5.9,Quantitative easing
8220,1882-07-14,1884-06-01,23,Late 1882s Economic Downturn,Excessive debt accumulation; Fiscal policy contraction; Consumer confidence collapse,0.5,20.4,Unemployment benefit extensions; Trade policy adjustments
8221,2011-11-12,2014-02-20,27,Mid 2011s Stagflation Period,Market speculation,9.2,16.4,International financial assistance; Unemployment benefit extensions
8222,1964-11-27,1966-12-27,25,Late 1964s Fiscal Crisis,Market speculation,20.5,19.6,Bank bailouts; Regulatory reforms; Currency intervention
8223,2003-11-02,2005-08-29,21,Early 2003s Market Crash,Energy crisis,18.8,12.4,Direct payments to citizens
8224,2011-04-14,2011-09-03,5,Mid 2011s Housing Bubble,Monetary policy tightening; War or conflict; Energy crisis,21.0,4.1,Debt restructuring; Fiscal stimulus package
8225,1883-06-11,1885-05-10,23,Late 1883s Global Slowdown,Banking system failure; Excessive debt accumulation,0.8,18.7,Emergency lending facilities; Quantitative easing; Mortgage relief
8226,1977-08-02,1979-03-03,19,Mid 1977s Housing Bubble,Credit crunch; Monetary policy tightening,17.3,18.5,Trade policy adjustments; Capital controls; Currency intervention
8227,1959-07-29,1960-09-27,14,Early 1959s Tech Bubble,Energy crisis,16.8,24.6,Business loan programs
8228,2015-07-05,2015-11-15,4,Early 2015s Trade War Recession,Natural disasters; Pandemic outbreak; Credit crunch,23.7,15.8,Emergency lending facilities; Fiscal stimulus package; Currency intervention
8229,1843-01-29,1845-06-20,29,Late 1843s Regional Recession,Technological disruption; Regulatory changes,1.8,16.1,Fiscal stimulus package
8230,1907-10-06,1908-10-07,12,Late 1907s Global Slowdown,Credit crunch; Pandemic outbreak,3.2,16.9,Debt restructuring; Tax cuts
8231,1929-02-27,1929-11-27,9,Late 1929s Currency Crisis,Consumer confidence collapse,4.0,4.0,Currency intervention; Regulatory reforms
8232,1910-10-22,1912-07-05,21,Early 1910s Global Slowdown,Banking system failure; Energy crisis; Financial market contagion,4.7,11.3,Price controls; Capital controls
8233,1821-03-24,1823-03-11,24,Late 1821s Global Slowdown,Regulatory changes,4.6,14.9,Emergency lending facilities; Price controls
8234,1896-08-21,1897-11-30,15,Mid 1896s Economic Downturn,Technological disruption; Supply chain disruptions,28.9,13.6,International financial assistance; Tax cuts; Infrastructure investment
8235,2015-10-23,2018-04-24,30,Mid 2015s Banking Crisis,Currency devaluation; Technological disruption,12.0,18.3,Trade policy adjustments; Direct payments to citizens; Debt restructuring
8236,1850-03-02,1850-05-28,2,Mid 1850s Structural Recession,Asset bubble burst,10.9,23.2,Regulatory reforms; Business loan programs; Currency intervention
8237,1956-04-15,1958-01-28,21,Early 1956s Market Crash,Market speculation; Asset bubble burst; Inflation spike,1.7,3.2,Mortgage relief; Infrastructure investment; Price controls
8238,2003-04-17,2003-08-13,4,Late 2003s Tech Bubble,Energy crisis; Supply chain disruptions,10.8,8.5,Fiscal stimulus package; Capital controls; Interest rate cuts
8239,1927-07-31,1930-01-31,30,Late 1927s Industrial Decline,Fiscal policy contraction,21.5,10.4,International financial assistance
8240,1942-07-31,1943-09-21,14,Early 1942s Industrial Decline,Currency devaluation; Political instability,28.7,10.5,Capital controls
8241,1997-08-14,1998-03-30,7,Early 1997s Currency Crisis,Energy crisis; Monetary policy tightening; Natural disasters,24.2,22.3,Infrastructure investment; Currency intervention
8242,1986-03-20,1988-01-05,22,Mid 1986s Banking Crisis,War or conflict; Banking system failure,7.5,21.5,Currency intervention; Mortgage relief
8243,1927-03-14,1928-05-18,14,Mid 1927s Regional Recession,Market speculation,1.6,10.4,International financial assistance; Currency intervention; Unemployment benefit extensions
8244,1874-11-21,1875-05-05,6,Early 1874s Monetary Crisis,Market speculation; Fiscal policy contraction; Asset bubble burst,2.3,18.6,Currency intervention; Unemployment benefit extensions; Tax cuts
8245,2023-03-03,2025-05-25,26,Late 2023s Deflationary Spiral,War or conflict; Monetary policy tightening; Credit crunch,13.8,12.3,Tax cuts; Debt restructuring
8246,1945-07-28,1947-03-11,20,Early 1945s Stagflation Period,Financial market contagion,6.1,16.5,Interest rate cuts
8247,1957-01-14,1958-02-11,13,Late 1957s Regional Recession,Technological disruption; Asset bubble burst; Credit crunch,5.9,15.9,Mortgage relief; Quantitative easing
8248,1983-02-17,1985-01-24,23,Mid 1983s Debt Crisis,Trade restrictions; Energy crisis,21.2,22.6,Mortgage relief; Quantitative easing; International financial assistance
8249,1851-03-11,1853-03-03,24,Early 1851s Market Crash,Currency devaluation; War or conflict,7.9,14.2,Mortgage relief
